Category,Color,Discount,Frequency of Purchases,Gender,Item,Location,Payment Method,Season,Shipping Type,Size,Subscription Status,Age,Customer,Previous Purchases,Review Rating,Sales (USD)
Clothing,Lavender,Yes,Fortnightly,Male,Dress,Connecticut,Card,Winter,Store Pickup,S,No,48,1167,3,3.7,33.19
Clothing,Blue,Yes,Weekly,Male,Sweater,Vermont,Card,Winter,Store Pickup,S,No,19,1265,0,2.5,187.73
Clothing,Red,Yes,Monthly,Male,Shirt,Indiana,Card,Spring,Store Pickup,XL,No,28,1602,1,2.9,48.56
Clothing,Blue,Yes,Monthly,Male,T-shirt,Alabama,Card,Spring,Store Pickup,XL,No,54,1066,2,4.1,9.09
Clothing,Lavender,Yes,Monthly,Male,Pants,Wisconsin,Card,Winter,Store Pickup,XL,No,37,1397,0,3,15.75
Footwear,Black,Yes,Fortnightly,Male,Shoes,Alaska,Card,Spring,Store Pickup,L,No,30,1538,0,3.2,154.53
Footwear,Orange,Yes,Weekly,Male,Sneakers,Nevada,Card,Summer,Store Pickup,L,No,32,1627,0,2.6,19.85
Footwear,Gold,Yes,Monthly,Male,Sneakers,Idaho,Card,Fall,Store Pickup,M,No,23,1303,0,2.9,12.22
Footwear,Brown,Yes,Monthly,Male,Boots,Ohio,Card,Fall,Store Pickup,M,No,54,1063,3,2.6,85.62
Footwear,Gold,Yes,Monthly,Male,Shoes,New Jersey,Card,Summer,Store Pickup,M,No,34,1631,1,2.9,33.13
Footwear,Beige,Yes,Monthly,Male,Sneakers,Florida,Card,Winter,Store Pickup,M,No,48,1027,4,3.8,57.9
Footwear,Cyan,Yes,Weekly,Male,Sandals,Ohio,Card,Fall,Store Pickup,S,No,28,1227,4,3.4,176.39
Footwear,Olive,Yes,Weekly,Male,Shoes,New York,Card,Summer,Store Pickup,S,No,22,1112,3,4.1,62.04
Outerwear,Pink,Yes,Monthly,Male,Jacket,New Mexico,Card,Fall,Store Pickup,L,No,40,1666,0,3.4,25.49
Outerwear,White,Yes,Monthly,Male,Jacket,Oklahoma,Card,Summer,Store Pickup,L,No,41,1527,2,3.1,10.25
Outerwear,Blue,Yes,Quarterly,Male,Coat,Kentucky,Card,Winter,Store Pickup,L,No,43,1031,0,3.3,155.5
Outerwear,Maroon,Yes,Quarterly,Male,Jacket,Utah,Card,Fall,Store Pickup,M,No,21,1452,0,2.5,19.06
Outerwear,Silver,Yes,Quarterly,Male,Jacket,Oregon,Card,Fall,Store Pickup,M,No,30,1387,3,4,43.89
Outerwear,Red,Yes,Weekly,Male,Jacket,New Hampshire,Card,Fall,Store Pickup,M,No,35,1290,9,2.9,11.53
Outerwear,Orange,Yes,Fortnightly,Male,Jacket,Massachusetts,Card,Spring,Store Pickup,M,No,70,1056,2,3.3,13.58
Outerwear,Olive,Yes,Monthly,Male,Coat,Montana,Card,Spring,Store Pickup,S,No,54,1457,1,2.7,727.7
Outerwear,White,Yes,Monthly,Male,Coat,West Virginia,Card,Spring,Store Pickup,S,No,26,1335,8,4.2,38.34
Outerwear,White,Yes,Fortnightly,Male,Coat,Wyoming,Card,Winter,Store Pickup,S,No,54,1426,0,3.7,24.52
Outerwear,Silver,Yes,Monthly,Male,Jacket,Wisconsin,Card,Winter,Store Pickup,S,No,30,1533,4,4.4,30.84
Outerwear,Charcoal,Yes,Weekly,Male,Jacket,Idaho,Card,Winter,Store Pickup,XL,No,23,1269,2,2.9,146.96
Outerwear,Black,Yes,Weekly,Male,Coat,Connecticut,Card,Winter,Store Pickup,XL,No,27,1201,6,4.4,10.26
Accessories,Red,Yes,Monthly,Male,Belt,Hawaii,Cash,Spring,Store Pickup,L,No,28,1583,0,2.5,25.52
Accessories,Turquoise,Yes,Weekly,Male,Hat,Indiana,Cash,Spring,Store Pickup,L,No,39,1473,9,3.5,11.52
Accessories,Violet,Yes,Monthly,Male,Scarf,New Mexico,Cash,Summer,Store Pickup,L,No,29,1059,0,3.1,18.23
Accessories,Teal,Yes,Monthly,Male,Jewelry,Ohio,Cash,Summer,Store Pickup,L,No,33,1028,1,2.8,164.94
Accessories,Teal,Yes,Weekly,Male,Backpack,Washington,Cash,Summer,Store Pickup,L,No,35,1084,0,3.3,316.25
Accessories,Turquoise,Yes,Quarterly,Male,Gloves,Virginia,Cash,Winter,Store Pickup,L,No,18,1374,5,2.6,24.53
Accessories,Indigo,Yes,Weekly,Male,Jewelry,Mississippi,Cash,Fall,Store Pickup,M,No,41,1386,0,2.6,57.69
Accessories,Green,Yes,Weekly,Male,Hat,Ohio,Cash,Fall,Store Pickup,M,No,56,1004,2,4,66.74
Accessories,Violet,Yes,Fortnightly,Male,Scarf,Connecticut,Cash,Spring,Store Pickup,M,No,38,1091,2,4.2,47.16
Accessories,Indigo,Yes,Quarterly,Male,Sunglasses,Michigan,Cash,Summer,Store Pickup,M,No,18,1537,4,2.6,113.06
Accessories,Black,Yes,Weekly,Male,Sunglasses,Vermont,Cash,Summer,Store Pickup,M,No,43,1098,0,3.2,13.58
Accessories,Cyan,Yes,Weekly,Male,Sunglasses,West Virginia,Cash,Winter,Store Pickup,M,No,27,1677,1,3.1,28.63
Accessories,Purple,Yes,Monthly,Male,Hat,Massachusetts,Cash,Fall,Store Pickup,S,No,36,1124,0,2.5,64.2
Accessories,Purple,Yes,Quarterly,Male,Sunglasses,Virginia,Cash,Fall,Store Pickup,S,No,45,1050,2,2.8,18.24
Accessories,Pink,Yes,Weekly,Male,Jewelry,Alaska,Cash,Spring,Store Pickup,S,No,32,1659,0,4.1,61.86
Accessories,Red,Yes,Quarterly,Male,Backpack,Texas,Cash,Summer,Store Pickup,S,No,24,1358,3,3.5,61.96
Accessories,Indigo,Yes,Weekly,Male,Handbag,Illinois,Cash,Winter,Store Pickup,S,No,24,1542,0,2.9,91.95
Accessories,Charcoal,Yes,Fortnightly,Male,Handbag,Colorado,Cash,Summer,Store Pickup,XL,No,40,1595,2,3.7,25.27
Accessories,Maroon,Yes,Quarterly,Male,Hat,Mississippi,Cash,Winter,Store Pickup,XL,No,43,1598,1,2.6,9.67
Accessories,Violet,Yes,Weekly,Male,Gloves,Nebraska,Cash,Winter,Store Pickup,XL,No,26,1466,0,3.9,76.65
Clothing,Magenta,Yes,Fortnightly,Male,Jeans,Indiana,Cash,Fall,Store Pickup,L,No,43,1223,2,3.4,68.85
Clothing,Violet,Yes,Monthly,Male,Skirt,New Hampshire,Cash,Fall,Store Pickup,L,No,55,1115,0,2.6,12.22
Clothing,Teal,Yes,Monthly,Male,Jeans,Oregon,Cash,Summer,Store Pickup,L,No,39,1045,4,4.4,15.76
Clothing,Lavender,Yes,Monthly,Male,Socks,New York,Cash,Winter,Store Pickup,L,No,18,1450,3,2.5,25.55
Clothing,Maroon,Yes,Quarterly,Male,T-shirt,Wisconsin,Cash,Winter,Store Pickup,L,No,22,1670,3,2.7,48.54
Clothing,Peach,Yes,Fortnightly,Male,Sweater,North Carolina,Cash,Fall,Store Pickup,M,No,19,1100,0,2.6,79.76
Clothing,Olive,Yes,Weekly,Male,Socks,Maryland,Cash,Fall,Store Pickup,M,No,30,1035,0,4.2,15
Clothing,Teal,Yes,Weekly,Male,Pants,Kansas,Cash,Fall,Store Pickup,M,No,30,1564,7,4.3,28.64
Clothing,Turquoise,Yes,Fortnightly,Male,Shirt,California,Cash,Spring,Store Pickup,M,No,19,1576,2,3.6,14.26
Clothing,Gray,Yes,Fortnightly,Male,T-shirt,Montana,Cash,Spring,Store Pickup,M,No,43,1495,3,3,88.19
Clothing,Lavender,Yes,Weekly,Male,Shirt,Louisiana,Cash,Spring,Store Pickup,M,No,32,1266,2,2.7,98.99
Clothing,Orange,Yes,Fortnightly,Male,Sweater,New Mexico,Cash,Summer,Store Pickup,M,No,28,1653,0,4,19.84
Clothing,Black,Yes,Fortnightly,Male,Pants,Massachusetts,Cash,Summer,Store Pickup,M,No,37,1503,3,3.2,61.94
Clothing,Lavender,Yes,Quarterly,Male,Socks,Nevada,Cash,Summer,Store Pickup,M,No,56,1243,5,4,13.57
Clothing,Silver,Yes,Weekly,Male,Dress,Maryland,Cash,Summer,Store Pickup,M,No,33,1549,0,3.7,17.35
Clothing,Violet,Yes,Monthly,Male,T-shirt,Missouri,Cash,Winter,Store Pickup,M,No,66,1313,4,3,98.93
Clothing,Blue,Yes,Monthly,Male,Pants,Pennsylvania,Cash,Winter,Store Pickup,M,No,41,1210,5,3.8,53.65
Clothing,Red,Yes,Monthly,Male,Shorts,Colorado,Cash,Winter,Store Pickup,M,No,28,1541,6,2.9,239.34
Clothing,Lavender,Yes,Quarterly,Male,Pants,Idaho,Cash,Winter,Store Pickup,M,No,29,1334,2,2.7,68.82
Clothing,Violet,Yes,Quarterly,Male,Pants,Washington,Cash,Winter,Store Pickup,M,No,23,1323,4,4,82.32
Clothing,Magenta,Yes,Fortnightly,Male,Jeans,North Carolina,Cash,Fall,Store Pickup,S,No,30,1041,6,4,10.27
Clothing,Purple,Yes,Quarterly,Male,T-shirt,Arkansas,Cash,Fall,Store Pickup,S,No,34,1085,0,4.1,20.8
Clothing,Indigo,Yes,Quarterly,Male,Blouse,New Hampshire,Cash,Fall,Store Pickup,S,No,27,1414,8,2.7,98.88
Clothing,Gold,Yes,Quarterly,Male,Hoodie,Alaska,Cash,Spring,Store Pickup,S,No,66,1333,5,4.3,50.39
Clothing,Cyan,Yes,Fortnightly,Male,Hoodie,North Carolina,Cash,Winter,Store Pickup,S,No,27,1360,2,4.3,66.27
Clothing,Brown,Yes,Monthly,Male,Shorts,Missouri,Cash,Winter,Store Pickup,S,No,31,1623,0,4,27.53
Clothing,Teal,Yes,Monthly,Male,Dress,Massachusetts,Cash,Winter,Store Pickup,S,No,45,1629,6,3.1,57.62
Clothing,White,Yes,Monthly,Male,Jeans,West Virginia,Cash,Winter,Store Pickup,S,No,45,1088,6,3.4,74.13
Clothing,Black,Yes,Weekly,Male,Socks,South Carolina,Cash,Spring,Store Pickup,XL,No,21,1350,3,3.2,20.76
Footwear,Teal,Yes,Monthly,Male,Sandals,Idaho,Cash,Fall,Store Pickup,L,No,43,1444,1,4.2,31.98
Footwear,Peach,Yes,Weekly,Male,Sneakers,Texas,Cash,Fall,Store Pickup,M,No,33,1108,2,2.8,53.71
Footwear,Cyan,Yes,Monthly,Male,Boots,Pennsylvania,Cash,Spring,Store Pickup,M,No,55,1219,0,3.1,99.16
Footwear,Silver,Yes,Monthly,Male,Sandals,California,Cash,Spring,Store Pickup,M,No,43,1471,5,3.9,13.56
Footwear,White,Yes,Weekly,Male,Shoes,North Dakota,Cash,Spring,Store Pickup,M,No,55,1003,2,3.5,48.71
Footwear,Silver,Yes,Weekly,Male,Sneakers,Ohio,Cash,Summer,Store Pickup,M,No,22,1590,0,2.7,76.54
Outerwear,Teal,Yes,Quarterly,Male,Coat,New Mexico,Cash,Spring,Store Pickup,M,No,54,1531,3,3.9,9.67
Outerwear,Orange,Yes,Monthly,Male,Coat,South Carolina,Cash,Summer,Store Pickup,S,No,28,1635,1,3.6,10.88
Accessories,Gray,No,Fortnightly,Male,Hat,Alaska,Card,Fall,Courier,L,Yes,50,1941,0,3.9,153.98
Accessories,Lavender,No,Fortnightly,Male,Jewelry,Minnesota,Card,Fall,Courier,L,Yes,33,1768,0,3.8,154.26
Accessories,Silver,No,Monthly,Male,Handbag,New York,Card,Fall,Courier,L,Yes,49,2361,2,4.7,102.44
Accessories,Brown,No,Monthly,Male,Handbag,Louisiana,Card,Fall,Courier,L,Yes,70,2619,8,4.1,91.13
Accessories,Gold,No,Weekly,Male,Belt,Idaho,Card,Fall,Courier,L,Yes,50,2215,3,4.1,690.93
Accessories,Gray,No,Monthly,Male,Belt,Oklahoma,Card,Spring,Courier,L,Yes,27,2537,0,4.9,23.47
Accessories,Teal,No,Weekly,Male,Hat,Alaska,Card,Spring,Courier,L,Yes,22,2275,0,4.8,21.62
Accessories,Pink,No,Monthly,Male,Belt,Michigan,Card,Summer,Courier,L,Yes,34,2286,0,4.6,680.57
Accessories,Indigo,No,Monthly,Male,Jewelry,Alabama,Card,Summer,Courier,L,Yes,22,2240,0,3.8,264.15
Accessories,Blue,No,Monthly,Male,Backpack,Arkansas,Card,Summer,Courier,L,Yes,43,1927,2,4.6,94.91
Accessories,Yellow,No,Quarterly,Male,Backpack,Louisiana,Card,Summer,Courier,L,Yes,32,1785,3,4.8,16.5
Accessories,White,No,Monthly,Male,Gloves,Maryland,Card,Winter,Courier,L,Yes,35,2324,0,4.7,196.27
Accessories,Peach,No,Monthly,Male,Gloves,Washington,Card,Winter,Courier,L,Yes,33,2375,1,4.7,79.15
Accessories,Black,No,Monthly,Male,Jewelry,California,Card,Fall,Courier,M,Yes,45,2442,4,4.7,20.64
Accessories,Blue,No,Quarterly,Male,Scarf,Missouri,Card,Fall,Courier,M,Yes,38,2261,5,4.9,112.34
Accessories,Purple,No,Weekly,Male,Backpack,Connecticut,Card,Fall,Courier,M,Yes,22,1998,9,4.7,12.19
Accessories,Green,No,Fortnightly,Male,Backpack,Vermont,Card,Spring,Courier,M,Yes,23,1907,2,4.6,15.71
Accessories,Yellow,No,Fortnightly,Male,Jewelry,Louisiana,Card,Spring,Courier,M,Yes,34,1834,4,4.5,39.62
Accessories,Yellow,No,Fortnightly,Male,Backpack,New Hampshire,Card,Spring,Courier,M,Yes,34,2623,5,4.9,84.72
Accessories,Gold,No,Fortnightly,Male,Gloves,Tennessee,Card,Spring,Courier,M,Yes,23,1986,5,3.9,302.54
Accessories,Cyan,No,Monthly,Male,Gloves,Virginia,Card,Spring,Courier,M,Yes,30,2311,5,4.6,66.14
Accessories,White,No,Quarterly,Male,Hat,Oregon,Card,Spring,Courier,M,Yes,30,1830,0,4.9,266.9
Accessories,Silver,No,Weekly,Male,Gloves,South Carolina,Card,Spring,Courier,M,Yes,28,2106,0,4.5,19.8
Accessories,Gray,No,Weekly,Male,Jewelry,Arizona,Card,Spring,Courier,M,Yes,28,1912,1,4.9,107.27
Accessories,Turquoise,No,Fortnightly,Male,Gloves,California,Card,Summer,Courier,M,Yes,24,2591,0,5,61.58
Accessories,Black,No,Fortnightly,Male,Handbag,Alabama,Card,Summer,Courier,M,Yes,36,1843,0,4.4,95.02
Accessories,Gold,No,Fortnightly,Male,Jewelry,Florida,Card,Summer,Courier,M,Yes,21,2179,1,4.7,358.28
Accessories,Brown,No,Fortnightly,Male,Hat,Florida,Card,Summer,Courier,M,Yes,27,2575,2,4.6,55.26
Accessories,Turquoise,No,Monthly,Male,Hat,North Dakota,Card,Summer,Courier,M,Yes,27,2265,0,3.9,185.15
Accessories,Gold,No,Monthly,Male,Hat,Tennessee,Card,Summer,Courier,M,Yes,36,2388,6,4,234.53
Accessories,Blue,No,Weekly,Male,Hat,Wisconsin,Card,Summer,Courier,M,Yes,21,2088,0,4.7,175.08
Accessories,Red,No,Fortnightly,Male,Sunglasses,Maryland,Card,Winter,Courier,M,Yes,21,2295,0,5,235.71
Accessories,Magenta,No,Fortnightly,Male,Gloves,Alaska,Card,Winter,Courier,M,Yes,32,2455,1,4.6,76.11
Accessories,Peach,No,Fortnightly,Male,Gloves,Tennessee,Card,Winter,Courier,M,Yes,27,1975,1,4.6,28.56
Accessories,Blue,No,Fortnightly,Male,Sunglasses,Kansas,Card,Winter,Courier,M,Yes,50,1831,6,4.8,102.8
Accessories,Turquoise,No,Fortnightly,Male,Gloves,New Hampshire,Card,Winter,Courier,M,Yes,54,1863,9,4.6,20.71
Accessories,Gold,No,Monthly,Male,Jewelry,Vermont,Card,Winter,Courier,M,Yes,34,2600,0,3.4,456.32
Accessories,Beige,No,Monthly,Male,Hat,Montana,Card,Winter,Courier,M,Yes,41,1838,7,4.8,91.66
Accessories,Peach,No,Quarterly,Male,Backpack,Virginia,Card,Winter,Courier,M,Yes,39,2014,2,4.9,71.12
Accessories,Pink,No,Quarterly,Male,Gloves,Colorado,Card,Winter,Courier,M,Yes,26,1955,2,4.2,91.56
Accessories,Indigo,No,Weekly,Male,Scarf,California,Card,Winter,Courier,M,Yes,21,2407,2,4.7,45.29
Accessories,Yellow,No,Fortnightly,Male,Hat,Nebraska,Card,Fall,Courier,S,Yes,21,1696,0,4.7,237.71
Accessories,Pink,No,Fortnightly,Male,Scarf,New Mexico,Card,Fall,Courier,S,Yes,43,2007,1,4.4,301.74
Accessories,Blue,No,Fortnightly,Male,Backpack,Alaska,Card,Fall,Courier,S,Yes,43,1810,5,3.4,480.87
Accessories,Peach,No,Monthly,Male,Jewelry,Alabama,Card,Fall,Courier,S,Yes,19,2529,1,4.7,31.84
Accessories,Indigo,No,Weekly,Male,Gloves,Florida,Card,Fall,Courier,S,Yes,54,2077,3,4.6,10.85
Accessories,Maroon,No,Fortnightly,Male,Belt,Alaska,Card,Spring,Courier,S,Yes,22,2191,1,4.6,84.85
Accessories,Beige,No,Fortnightly,Male,Sunglasses,New Jersey,Card,Spring,Courier,S,Yes,27,2304,1,4.8,73.55
Accessories,Olive,No,Fortnightly,Male,Belt,Washington,Card,Spring,Courier,S,Yes,38,2226,4,4.8,57.48
Accessories,Purple,No,Fortnightly,Male,Sunglasses,Wyoming,Card,Spring,Courier,S,Yes,19,2054,5,4.5,50.28
Accessories,Peach,No,Fortnightly,Male,Scarf,Maine,Card,Spring,Courier,S,Yes,22,1859,7,4.9,68.64
Accessories,Olive,No,Weekly,Male,Scarf,Illinois,Card,Spring,Courier,S,Yes,36,2332,1,4.3,91.32
Accessories,Peach,No,Monthly,Male,Gloves,Kentucky,Card,Summer,Courier,S,Yes,18,1923,2,4.6,55.59
Accessories,Cyan,No,Quarterly,Male,Gloves,Delaware,Card,Summer,Courier,S,Yes,23,2174,0,5,299.38
Accessories,Lavender,No,Weekly,Male,Sunglasses,Mississippi,Card,Summer,Courier,S,Yes,25,1929,1,3.7,185.78
Accessories,Green,No,Weekly,Male,Belt,Illinois,Card,Summer,Courier,S,Yes,39,2038,6,4.3,139.61
Accessories,White,No,Monthly,Male,Sunglasses,Utah,Card,Summer,Courier,XL,Yes,48,2147,0,4.6,10.84
Accessories,Charcoal,No,Monthly,Male,Handbag,New Hampshire,Card,Summer,Courier,XL,Yes,56,2489,1,4.4,111.99
Accessories,Gray,No,Monthly,Male,Backpack,Massachusetts,Card,Winter,Courier,XL,Yes,33,2564,0,4.5,106.82
Clothing,Yellow,No,Fortnightly,Male,Dress,Michigan,Card,Fall,Courier,L,Yes,19,1758,0,3.6,215.81
Clothing,Green,No,Fortnightly,Male,Shorts,Alaska,Card,Fall,Courier,L,Yes,28,1915,0,3.4,304.15
Clothing,Gray,No,Fortnightly,Male,Socks,Delaware,Card,Fall,Courier,L,Yes,49,2246,0,4.9,162.42
Clothing,Indigo,No,Monthly,Male,Jeans,Washington,Card,Fall,Courier,L,Yes,31,1896,2,4.5,27.8
Clothing,Brown,No,Quarterly,Male,Jeans,Hawaii,Card,Fall,Courier,L,Yes,54,1930,0,4.7,18.14
Clothing,Peach,No,Fortnightly,Male,Pants,Ohio,Card,Spring,Courier,L,Yes,39,2202,9,4.9,12.17
Clothing,Black,No,Monthly,Male,T-shirt,Massachusetts,Card,Spring,Courier,L,Yes,28,2052,6,3.8,213.96
Clothing,Turquoise,No,Monthly,Male,Shirt,California,Card,Spring,Courier,L,Yes,27,2194,7,5,94.66
Clothing,Pink,No,Quarterly,Male,Sweater,Texas,Card,Spring,Courier,L,Yes,28,2359,0,3.8,196.03
Clothing,Blue,No,Fortnightly,Male,Dress,North Carolina,Card,Summer,Courier,L,Yes,21,2097,2,4.7,38.24
Clothing,Red,No,Weekly,Male,Jeans,Wyoming,Card,Summer,Courier,L,Yes,31,2277,2,4.1,112.27
Clothing,Green,No,Fortnightly,Male,Skirt,Ohio,Card,Winter,Courier,L,Yes,30,2168,1,4.9,33.02
Clothing,Silver,No,Fortnightly,Male,Hoodie,Louisiana,Card,Winter,Courier,L,Yes,26,2305,2,4.7,79.19
Clothing,Gold,No,Monthly,Male,Hoodie,New Jersey,Card,Winter,Courier,L,Yes,33,1993,2,4.9,365.13
Clothing,Indigo,No,Monthly,Male,Socks,Tennessee,Card,Winter,Courier,L,Yes,39,2000,2,4.6,153.85
Clothing,Pink,No,Monthly,Male,T-shirt,Maryland,Card,Winter,Courier,L,Yes,21,1719,6,3.4,268.02
Clothing,Violet,No,Weekly,Male,Blouse,Wyoming,Card,Winter,Courier,L,Yes,28,2443,0,4.7,233.76
Clothing,Violet,No,Fortnightly,Male,Shirt,Kentucky,Card,Fall,Courier,M,Yes,35,2154,1,4.2,213.05
Clothing,Silver,No,Fortnightly,Male,Shorts,Minnesota,Card,Fall,Courier,M,Yes,28,2576,2,4,258.9
Clothing,Olive,No,Fortnightly,Male,Skirt,Tennessee,Card,Fall,Courier,M,Yes,20,2343,5,4.9,152.9
Clothing,Silver,No,Monthly,Male,Pants,Minnesota,Card,Fall,Courier,M,Yes,70,2230,0,3.9,298.61
Clothing,Turquoise,No,Quarterly,Male,Blouse,California,Card,Fall,Courier,M,Yes,31,2257,1,5,10.22
Clothing,White,No,Quarterly,Male,Sweater,Indiana,Card,Fall,Courier,M,Yes,31,1966,2,4.9,162.89
Clothing,Magenta,No,Quarterly,Male,T-shirt,North Carolina,Card,Fall,Courier,M,Yes,30,2427,6,4.5,87.74
Clothing,Teal,No,Weekly,Male,Jeans,New York,Card,Fall,Courier,M,Yes,33,2086,0,4.6,34.24
Clothing,Orange,No,Weekly,Male,Shorts,Nevada,Card,Fall,Courier,M,Yes,70,2290,0,4.1,112.2
Clothing,Yellow,No,Weekly,Male,Socks,New York,Card,Fall,Courier,M,Yes,28,1683,0,4.9,307.46
Clothing,Violet,No,Weekly,Male,Shorts,West Virginia,Card,Fall,Courier,M,Yes,49,2502,1,4.6,210.39
Clothing,Magenta,No,Weekly,Male,Skirt,Vermont,Card,Fall,Courier,M,Yes,25,2133,5,4.7,139.39
Clothing,Gray,No,Fortnightly,Male,Socks,Illinois,Card,Spring,Courier,M,Yes,40,2236,0,4.5,112.42
Clothing,White,No,Fortnightly,Male,Hoodie,Nevada,Card,Spring,Courier,M,Yes,41,2606,1,3.7,195.3
Clothing,Violet,No,Fortnightly,Male,Blouse,Idaho,Card,Spring,Courier,M,Yes,37,2188,3,4.4,94.71
Clothing,White,No,Monthly,Male,Hoodie,Maryland,Card,Spring,Courier,M,Yes,22,1933,0,5,20.69
Clothing,Gray,No,Monthly,Male,Hoodie,Michigan,Card,Spring,Courier,M,Yes,37,2374,3,4.9,9.05
Clothing,Lavender,No,Monthly,Male,T-shirt,North Carolina,Card,Spring,Courier,M,Yes,21,1712,4,4.7,198.24
Clothing,Orange,No,Quarterly,Male,Hoodie,New Mexico,Card,Spring,Courier,M,Yes,30,1766,0,4.1,146.23
Clothing,Indigo,No,Weekly,Male,Shirt,New Mexico,Card,Spring,Courier,M,Yes,30,1685,2,4.6,198.5
Clothing,Gold,No,Fortnightly,Male,Shorts,South Carolina,Card,Summer,Courier,M,Yes,35,2245,3,4.8,21.66
Clothing,Lavender,No,Monthly,Male,T-shirt,Alaska,Card,Summer,Courier,M,Yes,43,1873,2,4.6,57.53
Clothing,Green,No,Monthly,Male,Socks,North Dakota,Card,Summer,Courier,M,Yes,50,2273,3,4.9,55.3
Clothing,Green,No,Quarterly,Male,Dress,Alaska,Card,Summer,Courier,M,Yes,29,2272,0,3.4,462.08
Clothing,White,No,Quarterly,Male,Pants,Louisiana,Card,Summer,Courier,M,Yes,54,1947,0,4.5,34.26
Clothing,Peach,No,Fortnightly,Male,Dress,Kentucky,Card,Winter,Courier,M,Yes,24,2142,1,4.1,360.97
Clothing,Silver,No,Fortnightly,Male,Pants,North Dakota,Card,Winter,Courier,M,Yes,19,2590,1,4.9,39.47
Clothing,Pink,No,Fortnightly,Male,Socks,Oklahoma,Card,Winter,Courier,M,Yes,70,1957,3,4.9,21.69
Clothing,Gold,No,Monthly,Male,Dress,Wyoming,Card,Winter,Courier,M,Yes,24,2582,0,4.7,106.76
Clothing,Brown,No,Monthly,Male,Socks,Louisiana,Card,Winter,Courier,M,Yes,43,2394,0,5,296.33
Clothing,Cyan,No,Monthly,Male,Sweater,Vermont,Card,Winter,Courier,M,Yes,24,2370,2,4.6,10.83
Clothing,Pink,No,Weekly,Male,Blouse,Minnesota,Card,Winter,Courier,M,Yes,33,1686,0,4.6,33.12
Clothing,Red,No,Weekly,Male,Skirt,Alabama,Card,Winter,Courier,M,Yes,20,2328,3,4.2,211.56
Clothing,Purple,No,Weekly,Male,Sweater,Kentucky,Card,Winter,Courier,M,Yes,39,2526,3,4.2,76.01
Clothing,Beige,No,Fortnightly,Male,Dress,Massachusetts,Card,Fall,Courier,S,Yes,66,1755,4,3.8,197.75
Clothing,Turquoise,No,Monthly,Male,Sweater,South Carolina,Card,Fall,Courier,S,Yes,26,2076,0,4.7,14.24
Clothing,Olive,No,Monthly,Male,Dress,Kansas,Card,Fall,Courier,S,Yes,37,2480,2,4.2,354.36
Clothing,Indigo,No,Monthly,Male,Dress,South Dakota,Card,Fall,Courier,S,Yes,19,2583,3,3.6,350.58
Clothing,Beige,No,Monthly,Male,Socks,Maine,Card,Fall,Courier,S,Yes,21,2494,5,4.8,10.83
Clothing,Blue,No,Weekly,Male,Shirt,Minnesota,Card,Spring,Courier,S,Yes,31,1969,2,4.2,71.19
Clothing,Cyan,No,Weekly,Male,Skirt,Massachusetts,Card,Spring,Courier,S,Yes,25,2531,2,3.6,353.09
Clothing,Magenta,No,Fortnightly,Male,Pants,Ohio,Card,Summer,Courier,S,Yes,41,1679,1,4.8,73.96
Clothing,Cyan,No,Monthly,Male,Pants,West Virginia,Card,Summer,Courier,S,Yes,40,1965,0,4.6,36.8
Clothing,Purple,No,Monthly,Male,Skirt,Idaho,Card,Summer,Courier,S,Yes,35,1919,1,4.6,18.14
Clothing,White,No,Fortnightly,Male,Skirt,Connecticut,Card,Winter,Courier,S,Yes,38,2146,1,4.8,79.23
Clothing,Gold,No,Monthly,Male,Shirt,Washington,Card,Fall,Courier,XL,Yes,19,1821,1,5,215.18
Clothing,Red,No,Monthly,Male,Skirt,Maryland,Card,Fall,Courier,XL,Yes,24,1974,2,4.5,9.06
Clothing,Silver,No,Quarterly,Male,Jeans,California,Card,Fall,Courier,XL,Yes,33,2406,4,5,295.58
Clothing,Brown,No,Weekly,Male,Blouse,Wisconsin,Card,Fall,Courier,XL,Yes,38,2190,0,4,212.75
Clothing,Green,No,Fortnightly,Male,Skirt,Colorado,Card,Spring,Courier,XL,Yes,25,1954,2,4.8,18.13
Clothing,Orange,No,Fortnightly,Male,Dress,New York,Card,Spring,Courier,XL,Yes,24,2507,4,4.4,111.92
Clothing,Brown,No,Quarterly,Male,Shorts,Utah,Card,Spring,Courier,XL,Yes,26,2277,0,4.6,78.97
Clothing,Gray,No,Monthly,Male,Blouse,Florida,Card,Summer,Courier,XL,Yes,38,2234,0,4.5,16.48
Clothing,Green,No,Fortnightly,Male,T-shirt,Texas,Card,Winter,Courier,XL,Yes,19,2569,1,4.3,327.83
Clothing,Yellow,No,Fortnightly,Male,Shirt,Arizona,Card,Winter,Courier,XL,Yes,28,2391,2,4.6,57.39
Clothing,Purple,No,Monthly,Male,Socks,Indiana,Card,Winter,Courier,XL,Yes,27,2138,3,4.6,36.73
Clothing,Turquoise,No,Weekly,Male,T-shirt,Nebraska,Card,Winter,Courier,XL,Yes,19,2149,4,4.6,29.68
Footwear,Gold,No,Monthly,Male,Shoes,Virginia,Card,Fall,Courier,L,Yes,26,2252,3,3.8,212.15
Footwear,Orange,No,Fortnightly,Male,Sandals,California,Card,Spring,Courier,L,Yes,39,2089,0,4,153.44
Footwear,Pink,No,Monthly,Male,Sneakers,Minnesota,Card,Spring,Courier,L,Yes,37,2422,1,4.6,30.75
